condition,tau,n_folds,mean_retrieval_entropy_bits_mean,mean_retrieval_entropy_bits_std,mean_top5_probability_mass_mean,mean_top5_probability_mass_std,mean_top10_probability_mass_mean,mean_top10_probability_mass_std,mean_positive_probability_mean,mean_positive_probability_std,mean_free_energy_mean,mean_free_energy_std
Base E5,1.5884926630531253,5,10.627406370310617,2.993943836356971e-06,0.003305539466002,2.546269361633604e-06,0.0065856928292119,4.874307081176034e-06,0.0006583164214986,1.1343473598295028e-06,-12.468421037924967,0.0011712017150359
Base E5,1.7152738791038251,5,10.627424528102091,2.565300403320698e-06,0.0032946038518188,2.349305437132415e-06,0.0065657753405701,4.498837952026019e-06,0.0006563397969112,1.047340894694384e-06,-13.402337534566618,0.0011710606107679
Base E5,1.8521737926576032,5,10.62744009993688,2.198180866864276e-06,0.0032845081530549,2.1681737008075707e-06,0.0065473820550497,4.153325291987105e-06,0.0006545150011076,9.672247378595812e-07,-14.410793628728523,0.0011709301539125
Base E5,2.0,5,10.627453454166083,1.883722450081907e-06,0.0032751857054913,2.0015170163637953e-06,0.0065303927873281,3.835232504874316e-06,0.0006528299804208,8.934223181833004e-07,-15.499738377372967,0.0011708095263639
Fine-Tuned E5,0.01,5,0.5926121135092418,0.0289815149446131,0.9954524344164308,0.00088930148831,0.999408108878019,0.000189041223906,0.3262017230101807,0.013646605517862,-0.5031451623351264,0.0096004165257638
Fine-Tuned E5,0.010798122767574,5,0.6457527806142294,0.0325121012375353,0.993988750313592,0.0011550379604528,0.9991075510645018,0.0002672678045381,0.325242243332233,0.0135521316885732,-0.503487654992842,0.0095852064010441
Fine-Tuned E5,0.01165994553036,5,0.7043503428482115,0.0364336466984277,0.9920983188450768,0.001485633054687,0.9986687307724172,0.000375430086703,0.3240939473595458,0.0134378955304363,-0.5038908470522077,0.009566678318977
Fine-Tuned E5,0.0125905523300053,5,0.7690706917998564,0.040804065782813,0.9896733894288988,0.0018928936921057,0.9980357535152962,0.0005239522594946,0.3227263041327555,0.013307147494565,-0.5043659789167688,0.0095441630924004
Fine-Tuned E5,0.0135954329770963,5,0.8406706645562799,0.045698744567091,0.9865846813731348,0.0023907478543439,0.9971337523543304,0.0007263878267251,0.3211040113096191,0.0131654529426128,-0.5049264915454985,0.009516849270757
Fine-Tuned E5,0.014680515436501,5,0.9200150125007176,0.0512136566590051,0.9826787498928636,0.0029956735438926,0.9958639701553386,0.0010000339095084,0.3191859150057874,0.0130211517514732,-0.5055884835043994,0.0094837444519907
