fold,query_id,base_rank,fine_tuned_rank,delta_rank,sorted_query_index
3,1033,22,1,21,2491
5,185,69,48,21,2492
1,868,26,5,21,2493
1,325,29,8,21,2494
3,2933,22,1,21,2495
4,1138,27,6,21,2496
5,2661,26,5,21,2497
1,610,32,11,21,2498
3,3144,23,2,21,2499
4,547,23,2,21,2500
3,1264,24,3,21,2501
1,1710,32,11,21,2502
5,1077,26,5,21,2503
5,2423,32,11,21,2504
4,677,28,7,21,2505
4,334,27,6,21,2506
5,1175,38,17,21,2507
5,2759,38,17,21,2508
5,1855,25,4,21,2509
2,1258,30,9,21,2510
1,1425,29,8,21,2511
3,3793,29,8,21,2512
2,126,22,1,21,2513
5,1244,22,1,21,2514
5,3044,26,5,21,2515
5,1769,69,48,21,2516
5,2828,22,1,21,2517
5,870,28,7,21,2518
5,2454,28,7,21,2519
1,1968,26,5,21,2520
5,839,32,11,21,2521
4,1351,23,2,21,2522
4,1481,28,7,21,2523
3,1893,29,8,21,2524
3,3164,24,3,21,2525
5,1460,26,5,21,2526
4,220,22,1,21,2527
2,998,22,1,21,2528
4,365,24,4,20,2529
2,722,22,2,20,2530
3,2891,27,7,20,2531
5,1509,31,11,20,2532
2,970,22,2,20,2533
4,309,23,3,20,2534
2,872,23,3,20,2535
4,189,23,3,20,2536
1,983,36,16,20,2537
1,1561,22,2,20,2538
5,1426,24,4,20,2539
5,1432,23,3,20,2540
5,1931,50,30,20,2541
1,1599,32,12,20,2542
1,1021,57,37,20,2543
3,673,26,6,20,2544
5,3010,24,4,20,2545
1,2083,36,16,20,2546
3,3037,29,9,20,2547
3,3168,27,7,20,2548
1,2121,57,37,20,2549
5,3016,23,3,20,2550
1,1854,22,2,20,2551
2,469,29,9,20,2552
2,564,21,1,20,2553
3,388,21,1,20,2554
2,570,27,7,20,2555
3,2999,25,5,20,2556
3,3309,23,3,20,2557
3,3311,25,5,20,2558
5,347,50,30,20,2559
2,1594,22,2,20,2560
2,1442,27,7,20,2561
2,1436,21,1,20,2562
1,2008,24,4,20,2563
5,3093,31,11,20,2564
2,1341,29,9,20,2565
4,993,23,3,20,2566
3,496,28,8,20,2567
1,754,22,2,20,2568
3,2288,21,1,20,2569
1,499,32,12,20,2570
3,991,27,7,20,2571
3,2573,26,6,20,2572
2,98,22,2,20,2573
3,2396,28,8,20,2574
3,1411,25,5,20,2575
3,1409,23,3,20,2576
2,0,23,3,20,2577
4,1169,24,4,20,2578
3,1137,29,9,20,2579
1,908,24,4,20,2580
5,1872,29,9,20,2581
4,1113,23,3,20,2582
5,288,29,9,20,2583
3,1099,25,5,20,2584
3,1268,27,7,20,2585
1,461,22,2,20,2586
3,570,41,22,19,2587
2,1049,22,3,19,2588
5,2078,28,9,19,2589
3,2407,21,2,19,2590
3,142,22,3,19,2591
3,2950,38,19,19,2592
4,1180,24,5,19,2593
5,54,21,2,19,2594
5,521,21,2,19,2595
2,177,22,3,19,2596
3,1666,38,19,19,2597
3,507,21,2,19,2598
5,1298,26,7,19,2599
5,2770,23,4,19,2600
3,2470,41,22,19,2601
5,1186,23,4,19,2602
4,414,22,3,19,2603
5,1638,21,2,19,2604
3,2136,24,5,19,2605
3,236,24,5,19,2606
1,1441,36,17,19,2607
3,3566,38,19,19,2608
2,1397,21,2,19,2609
1,341,36,17,19,2610
1,1116,20,1,19,2611
4,376,24,5,19,2612
2,1429,24,5,19,2613
3,1437,20,1,19,2614
5,2105,21,2,19,2615
5,1049,21,2,19,2616
5,260,20,1,19,2617
2,1471,23,4,19,2618
5,186,21,2,19,2619
3,1050,38,19,19,2620
5,2633,21,2,19,2621
3,984,21,2,19,2622
1,811,29,10,19,2623
4,679,23,4,19,2624
1,16,20,1,19,2625
5,1770,21,2,19,2626
2,525,21,2,19,2627
3,805,30,11,19,2628
5,2882,26,7,19,2629
2,557,24,5,19,2630
3,2042,22,3,19,2631
4,1483,23,4,19,2632
3,3337,20,1,19,2633
4,1218,22,3,19,2634
5,2610,20,1,19,2635
5,1493,20,1,19,2636
5,1844,20,1,19,2637
5,494,28,9,19,2638
2,599,23,4,19,2639
5,3077,20,1,19,2640
5,1026,20,1,19,2641
3,2705,30,11,19,2642
3,2884,21,2,19,2643
3,1287,21,2,19,2644
1,1911,29,10,19,2645
3,3187,21,2,19,2646
1,1382,37,19,18,2647
5,3040,23,5,18,2648
1,114,21,3,18,2649
2,1701,19,1,18,2650
3,2365,26,8,18,2651
5,2680,21,3,18,2652
1,816,24,6,18,2653
5,2984,19,1,18,2654
5,1595,73,55,18,2655
5,962,20,2,18,2656
3,3069,19,1,18,2657
5,65,20,2,18,2658
1,282,37,19,18,2659
2,297,20,2,18,2660
2,1586,26,8,18,2661
3,3156,22,4,18,2662
1,1214,21,3,18,2663
1,2028,24,6,18,2664
3,1397,36,18,18,2665
2,1560,22,4,18,2666
2,1568,23,5,18,2667
3,1256,22,4,18,2668
3,2270,19,1,18,2669
5,1096,21,3,18,2670
3,2395,20,2,18,2671
5,2897,19,1,18,2672
3,1424,27,9,18,2673
3,170,31,13,18,2674
3,3324,27,9,18,2675
1,1618,36,18,18,2676
1,518,36,18,18,2677
4,998,19,1,18,2678
2,1169,20,2,18,2679
1,1757,35,17,18,2680
3,465,26,8,18,2681
1,39,23,5,18,2682
5,11,73,55,18,2683
5,1400,19,1,18,2684
5,2546,20,2,18,2685
5,2147,20,2,18,2686
2,688,22,4,18,2687
5,563,20,2,18,2688
1,347,19,1,18,2689
3,1006,31,13,18,2690
2,696,23,5,18,2691
5,1313,19,1,18,2692
5,1649,20,2,18,2693
1,1916,24,6,18,2694
3,2906,31,13,18,2695
4,95,20,2,18,2696
3,2070,31,13,18,2697
4,115,62,44,18,2698
1,657,35,17,18,2699
5,1374,20,2,18,2700
2,714,26,8,18,2701
3,746,41,23,18,2702
1,1447,19,1,18,2703
3,495,20,2,18,2704
2,829,19,1,18,2705
1,1139,23,5,18,2706
5,2228,19,1,18,2707
1,618,24,6,18,2708
1,1718,24,6,18,2709
5,1456,23,5,18,2710
3,370,19,1,18,2711
3,1169,19,1,18,2712
5,318,36,18,18,2713
3,3297,36,18,18,2714
5,644,19,1,18,2715
5,1902,36,18,18,2716
4,194,19,1,18,2717
4,919,62,44,18,2718
5,2958,20,2,18,2719
4,899,20,2,18,2720
3,2646,41,23,18,2721
1,928,24,6,18,2722
4,680,19,2,17,2723
4,184,18,1,17,2724
1,1906,27,10,17,2725
2,867,22,5,17,2726
1,1931,18,1,17,2727
3,1980,26,9,17,2728
5,1847,22,5,17,2729
2,161,20,3,17,2730
3,3304,19,2,17,2731
1,806,27,10,17,2732
4,1484,19,2,17,2733
5,2173,18,1,17,2734
3,1825,23,6,17,2735
5,50,21,4,17,2736
3,3426,23,6,17,2737
4,544,20,3,17,2738
3,2180,19,2,17,2739
5,57,18,1,17,2740
2,1283,22,5,17,2741
4,1308,18,1,17,2742
3,3725,23,6,17,2743
5,2344,22,5,17,2744
4,504,18,1,17,2745
3,1526,23,6,17,2746
5,75,23,6,17,2747
5,1124,18,1,17,2748
5,1810,19,2,17,2749
3,2236,18,1,17,2750
3,1404,19,2,17,2751
4,1348,20,3,17,2752
3,2123,20,3,17,2753
2,1107,24,7,17,2754
4,42,18,1,17,2755
4,45,19,2,17,2756
5,2326,21,4,17,2757
2,235,24,7,17,2758
2,1033,20,3,17,2759
4,59,62,45,17,2760
4,1580,24,7,17,2761
5,1865,20,3,17,2762
5,1867,19,2,17,2763
5,2708,18,1,17,2764
5,1659,23,6,17,2765
5,760,22,5,17,2766
3,80,26,9,17,2767
4,849,19,2,17,2768
3,3167,19,2,17,2769
2,411,22,5,17,2770
3,1267,19,2,17,2771
3,1942,22,5,17,2772
4,846,18,1,17,2773
3,804,24,7,17,2774
5,176,30,13,17,2775
3,731,19,2,17,2776
5,632,19,2,17,2777
5,637,19,2,17,2778
3,2631,19,2,17,2779
5,1634,21,4,17,2780
3,223,20,3,17,2781
4,776,24,7,17,2782
3,1141,18,1,17,2783
5,226,19,2,17,2784
5,742,21,4,17,2785
3,336,18,1,17,2786
3,280,19,2,17,2787
3,2465,36,19,17,2788
3,3041,18,1,17,2789
5,1641,18,1,17,2790
5,589,18,1,17,2791
5,1760,30,13,17,2792
2,1739,22,5,17,2793
5,283,19,2,17,2794
4,988,18,1,17,2795
5,2221,19,2,17,2796
5,2216,19,2,17,2797
1,831,18,1,17,2798
3,1307,35,18,17,2799
4,863,62,45,17,2800
3,3207,35,18,17,2801
3,565,36,19,17,2802
5,281,20,3,17,2803
3,42,22,5,17,2804
3,2809,22,5,17,2805
3,2704,24,7,17,2806
5,263,22,5,17,2807
3,909,22,5,17,2808
2,1215,32,16,16,2809
5,2306,24,8,16,2810
1,428,18,2,16,2811
5,2849,69,53,16,2812
4,69,20,4,16,2813
2,210,20,4,16,2814
5,1943,20,4,16,2815
2,343,32,16,16,2816
5,3136,17,1,16,2817
2,1265,80,64,16,2818
5,1826,32,16,16,2819
1,821,18,2,16,2820
5,2220,24,8,16,2821
3,1748,20,4,16,2822
5,2310,18,2,16,2823
5,1365,37,21,16,2824
1,434,17,1,16,2825
2,1082,20,4,16,2826
3,500,18,2,16,2827
1,1085,148,132,16,2828
3,729,28,12,16,2829
3,307,20,4,16,2830
4,1093,18,2,16,2831
2,1111,17,1,16,2832
5,242,32,16,16,2833
4,383,23,7,16,2834
5,1265,69,53,16,2835
5,2755,28,12,16,2836
4,1595,17,1,16,2837
4,397,24,8,16,2838
5,636,24,8,16,2839
2,693,29,13,16,2840
5,1171,28,12,16,2841
2,929,26,10,16,2842
5,722,24,8,16,2843
2,393,80,64,16,2844
4,192,19,3,16,2845
3,2896,25,9,16,2846
1,629,19,3,16,2847
1,1869,26,10,16,2848
4,1187,23,7,16,2849
3,2400,18,2,16,2850
2,239,17,1,16,2851
5,2465,32,16,16,2852
1,1244,19,3,16,2853
5,171,18,2,16,2854
1,2029,21,5,16,2855
3,996,25,9,16,2856
2,1565,29,13,16,2857
4,725,46,30,16,2858
3,975,17,1,16,2859
1,2185,148,132,16,2860
5,881,32,16,16,2861
4,289,18,2,16,2862
2,57,26,10,16,2863
5,359,20,4,16,2864
4,1201,24,8,16,2865
1,1921,18,2,16,2866
4,996,19,3,16,2867
1,1194,22,6,16,2868
1,2092,17,1,16,2869
3,2875,17,1,16,2870
5,1755,18,2,16,2871
1,94,22,6,16,2872
5,726,18,2,16,2873
4,1529,46,30,16,2874
1,1729,19,3,16,2875
5,1552,17,1,16,2876
3,3648,20,4,16,2877
1,1528,18,2,16,2878
3,2207,20,4,16,2879
4,791,17,1,16,2880
4,873,20,4,16,2881
1,929,21,5,16,2882
3,2629,28,12,16,2883
5,2949,37,21,16,2884
1,144,19,3,16,2885
1,992,17,1,16,2886
1,1534,17,1,16,2887
1,769,26,10,16,2888
1,356,27,12,15,2889
1,633,17,2,15,2890
5,455,16,1,15,2891
3,2066,18,3,15,2892
3,2740,145,130,15,2893
4,957,16,1,15,2894
1,24,18,3,15,2895
4,153,16,1,15,2896
1,1529,16,1,15,2897
3,840,145,130,15,2898
5,1413,17,2,15,2899
3,2601,18,3,15,2900
3,1793,71,56,15,2901
3,701,18,3,15,2902
3,1317,21,6,15,2903
3,2110,20,5,15,2904
3,3181,18,3,15,2905
2,1415,16,1,15,2906
3,211,17,2,15,2907
3,210,20,5,15,2908
3,1417,18,3,15,2909
3,166,18,3,15,2910
5,2498,18,3,15,2911
1,1336,39,24,15,2912
3,3439,22,7,15,2913
3,1281,18,3,15,2914
3,1292,24,9,15,2915
3,3192,24,9,15,2916
5,2997,17,2,15,2917
5,864,21,6,15,2918
3,3217,21,6,15,2919
5,2448,21,6,15,2920
1,477,18,3,15,2921
1,236,39,24,15,2922
3,3317,18,3,15,2923
1,815,16,1,15,2924
4,1210,19,4,15,2925
5,914,18,3,15,2926
1,822,16,1,15,2927
3,3519,17,2,15,2928
3,222,17,2,15,2929
1,429,16,1,15,2930
5,3141,18,3,15,2931
3,1077,19,4,15,2932
3,2111,17,2,15,2933
5,2325,24,9,15,2934
2,1072,72,57,15,2935
4,1603,19,4,15,2936
3,1619,17,2,15,2937
1,1456,27,12,15,2938
3,2122,17,2,15,2939
3,2977,19,4,15,2940
1,1124,18,3,15,2941
5,651,16,1,15,2942
3,2228,21,6,15,2943
4,406,19,4,15,2944
5,213,22,7,15,2945
3,328,21,6,15,2946
5,48,16,1,15,2947
3,1539,22,7,15,2948
3,3693,71,56,15,2949
4,799,19,4,15,2950
5,741,24,9,15,2951
1,861,18,3,15,2952
1,744,34,19,15,2953
1,781,68,53,15,2954
1,1915,16,1,15,2955
1,1577,18,3,15,2956
5,2039,16,1,15,2957
2,543,16,1,15,2958
5,2235,16,1,15,2959
1,1961,18,3,15,2960
1,1922,16,1,15,2961
5,1557,18,3,15,2962
1,1844,34,19,15,2963
2,200,72,57,15,2964
5,1797,22,7,15,2965
1,1881,68,53,15,2966
5,1632,16,1,15,2967
1,1733,17,2,15,2968
5,989,21,7,14,2969
2,581,50,36,14,2970
5,2353,333,319,14,2971
5,2193,59,45,14,2972
5,769,333,319,14,2973
5,2706,15,1,14,2974
1,803,19,5,14,2975
1,1903,19,5,14,2976
4,348,58,44,14,2977
3,3331,20,6,14,2978
3,1194,19,5,14,2979
5,1625,17,3,14,2980
3,216,16,2,14,2981
3,2116,16,2,14,2982
5,1869,17,3,14,2983
3,3092,23,9,14,2984
5,227,17,3,14,2985
3,3474,20,6,14,2986
4,1342,17,3,14,2987
3,1609,16,2,14,2988
3,3094,19,5,14,2989
5,285,17,3,14,2990
3,1192,23,9,14,2991
1,795,139,125,14,2992
4,1435,16,2,14,2993
1,2175,25,11,14,2994
3,2912,20,6,14,2995
5,1811,17,3,14,2996
3,1637,16,2,14,2997
3,2870,17,3,14,2998
3,1574,20,6,14,2999
5,41,17,3,14,3000
3,2921,15,1,14,3001
4,412,16,2,14,3002
1,659,15,1,14,3003
2,1680,15,1,14,3004
3,3350,15,1,14,3005
3,2945,16,2,14,3006
1,1371,18,4,14,3007
2,156,82,68,14,3008
4,1486,18,4,14,3009
1,1515,15,1,14,3010
1,1895,139,125,14,3011
3,1450,15,1,14,3012
3,1431,20,6,14,3013
1,1294,15,1,14,3014
4,1447,15,1,14,3015
3,278,15,1,14,3016
2,1028,82,68,14,3017
3,1045,16,2,14,3018
2,1544,15,1,14,3019
3,1021,15,1,14,3020
1,1759,15,1,14,3021
3,3537,16,2,14,3022
3,3536,21,7,14,3023
2,1325,17,3,14,3024
5,720,15,1,14,3025
3,2456,30,16,14,3026
3,661,15,1,14,3027
3,441,58,44,14,3028
4,643,15,1,14,3029
1,1137,21,7,14,3030
5,2573,21,7,14,3031
4,1152,58,44,14,3032
1,194,15,1,14,3033
3,2517,16,2,14,3034
3,3509,16,2,14,3035
2,453,17,3,14,3036
3,617,16,2,14,3037
2,672,15,1,14,3038
1,1075,25,11,14,3039
5,2304,15,1,14,3040
3,556,30,16,14,3041
3,2561,15,1,14,3042
5,609,59,45,14,3043
5,1122,15,1,14,3044
4,682,18,4,14,3045
1,415,15,1,14,3046
3,403,19,5,14,3047
3,428,21,7,14,3048
3,1636,21,7,14,3049
3,2328,21,7,14,3050
4,631,16,2,14,3051
3,2178,15,1,14,3052
4,520,15,1,14,3053
3,970,17,3,14,3054
1,271,18,4,14,3055
4,1324,15,1,14,3056
2,808,15,1,14,3057
3,2303,19,5,14,3058
4,538,17,3,14,3059
1,37,21,7,14,3060
3,2341,58,44,14,3061
3,1012,20,6,14,3062
4,1216,16,2,14,3063
2,1453,50,36,14,3064
5,1344,18,5,13,3065
5,2928,18,5,13,3066
5,1112,18,5,13,3067
3,1695,16,3,13,3068
3,2137,15,2,13,3069
4,1058,18,5,13,3070
3,3727,23,10,13,3071
3,2537,18,5,13,3072
3,3595,16,3,13,3073
2,631,15,2,13,3074
5,2826,16,3,13,3075
3,1827,23,10,13,3076
3,2763,19,6,13,3077
4,589,20,7,13,3078
3,2449,22,9,13,3079
3,1947,17,4,13,3080
3,2021,46,33,13,3081
3,1941,14,1,13,3082
3,2337,19,6,13,3083
5,2176,15,2,13,3084
5,1033,16,3,13,3085
2,1503,15,2,13,3086
1,447,29,16,13,3087
5,1548,15,2,13,3088
4,1393,20,7,13,3089
2,1647,16,3,13,3090
5,2164,18,5,13,3091
3,2525,28,15,13,3092
2,1649,79,66,13,3093
3,3489,14,1,13,3094
5,3132,15,2,13,3095
3,237,15,2,13,3096
3,1007,24,11,13,3097
2,347,14,1,13,3098
5,1242,16,3,13,3099
1,1946,14,1,13,3100
2,775,16,3,13,3101
5,1735,17,4,13,3102
1,1845,14,1,13,3103
5,495,30,17,13,3104
5,757,15,2,13,3105
3,1171,14,1,13,3106
3,3071,14,1,13,3107
5,1424,22,9,13,3108
5,2696,18,5,13,3109
3,1263,14,1,13,3110
5,1962,16,3,13,3111
5,3008,22,9,13,3112
3,625,28,15,13,3113
1,968,16,3,13,3114
3,3163,14,1,13,3115
2,777,79,66,13,3116
1,970,18,5,13,3117
5,524,19,6,13,3118
5,378,16,3,13,3119
3,863,19,6,13,3120
3,637,18,5,13,3121
5,2207,15,2,13,3122
3,3185,16,3,13,3123
1,2070,18,5,13,3124
5,2617,16,3,13,3125
1,2068,16,3,13,3126
3,437,19,6,13,3127
1,846,14,1,13,3128
3,1285,16,3,13,3129
5,623,15,2,13,3130
5,2341,15,2,13,3131
3,2907,24,11,13,3132
3,1589,14,1,13,3133
5,592,15,2,13,3134
5,580,18,5,13,3135
1,1547,29,16,13,3136
4,872,14,1,13,3137
3,41,14,1,13,3138
3,47,17,4,13,3139
2,1219,14,1,13,3140
4,254,18,5,13,3141
1,745,14,1,13,3142
5,2108,19,6,13,3143
4,68,14,1,13,3144
5,96,15,2,13,3145
3,549,22,9,13,3146
4,21,16,3,13,3147
3,1372,17,4,13,3148
3,3272,17,4,13,3149
5,151,17,4,13,3150
5,1680,15,2,13,3151
5,2079,30,17,13,3152
1,2125,14,1,13,3153
4,825,16,3,13,3154
1,1025,14,1,13,3155
3,1380,15,2,13,3156
3,1387,14,1,13,3157
3,3280,15,2,13,3158
3,121,46,33,13,3159
3,3287,14,1,13,3160
3,3273,15,3,12,3161
1,414,17,5,12,3162
2,1071,14,2,12,3163
5,3042,14,2,12,3164
2,1331,18,6,12,3165
5,2930,14,2,12,3166
4,1003,18,6,12,3167
2,643,14,2,12,3168
3,2892,13,1,12,3169
1,1818,21,9,12,3170
4,875,22,10,12,3171
4,869,77,65,12,3172
2,1200,20,8,12,3173
1,1597,23,11,12,3174
1,2173,16,4,12,3175
3,2830,14,2,12,3176
2,637,13,1,12,3177
1,1856,42,30,12,3178
3,2772,13,1,12,3179
5,1187,16,4,12,3180
1,392,13,1,12,3181
3,2716,14,2,12,3182
1,254,15,3,12,3183
5,3018,22,10,12,3184
1,2195,22,10,12,3185
3,3224,22,10,12,3186
5,1933,13,1,12,3187
2,755,15,3,12,3188
1,433,16,4,12,3189
5,1635,70,58,12,3190
5,349,13,1,12,3191
3,930,14,2,12,3192
3,992,13,1,12,3193
1,1687,14,2,12,3194
5,286,26,14,12,3195
2,328,20,8,12,3196
1,1642,15,3,12,3197
3,872,13,1,12,3198
5,223,13,1,12,3199
3,1324,22,10,12,3200
1,798,16,4,12,3201
3,1373,15,3,12,3202
1,772,14,2,12,3203
5,101,29,17,12,3204
1,1680,14,2,12,3205
5,685,14,2,12,3206
1,756,42,30,12,3207
3,595,16,4,12,3208
1,1095,22,10,12,3209
3,526,13,1,12,3210
3,554,16,4,12,3211
1,1108,20,8,12,3212
1,1073,16,4,12,3213
3,482,14,2,12,3214
3,631,19,7,12,3215
5,681,16,4,12,3216
2,459,18,6,12,3217
1,1142,264,252,12,3218
5,1685,29,17,12,3219
3,816,14,2,12,3220
1,1677,13,1,12,3221
3,363,14,2,12,3222
1,1233,13,1,12,3223
1,1242,21,9,12,3224
1,1354,15,3,12,3225
2,1515,14,2,12,3226
1,577,13,1,12,3227
4,1415,13,1,12,3228
2,1567,17,5,12,3229
2,99,14,2,12,3230
5,1870,26,14,12,3231
1,542,15,3,12,3232
3,2263,14,2,12,3233
2,131,17,5,12,3234
1,497,23,11,12,3235
3,2382,14,2,12,3236
3,2426,13,1,12,3237
3,2454,16,4,12,3238
3,2495,16,4,12,3239
3,2531,19,7,12,3240
1,580,14,2,12,3241
1,587,14,2,12,3242
3,1503,15,3,12,3243
5,865,13,1,12,3244
5,2459,15,3,12,3245
3,1542,17,5,12,3246
5,51,70,58,12,3247
5,1807,13,1,12,3248
2,199,14,2,12,3249
1,718,21,9,12,3250
5,2449,13,1,12,3251
2,1608,15,3,12,3252
5,875,15,3,12,3253
5,2771,16,4,12,3254
3,1687,13,1,12,3255
4,1474,15,3,12,3256
2,1627,15,3,12,3257
4,1461,15,3,12,3258
3,1805,14,2,12,3259
2,1509,13,1,12,3260
3,3587,13,1,12,3261
2,1003,17,5,12,3262
2,971,14,2,12,3263
4,657,15,3,12,3264
5,1346,14,2,12,3265
5,1434,22,10,12,3266
1,42,264,252,12,3267
1,1533,16,4,12,3268
1,1492,13,1,12,3269
5,2269,14,2,12,3270
1,1514,17,5,12,3271
1,133,13,1,12,3272
4,611,13,1,12,3273
3,3442,17,5,12,3274
3,3403,15,3,12,3275
5,1458,14,2,12,3276
3,3705,14,2,12,3277
5,2265,16,4,12,3278
2,695,17,5,12,3279
4,199,18,6,12,3280
4,71,22,10,12,3281
1,1872,14,2,12,3282
1,8,20,8,12,3283
2,736,15,3,12,3284
1,142,21,9,12,3285
4,670,15,3,12,3286
4,65,77,65,12,3287
1,1898,16,4,12,3288
4,530,13,2,11,3289
1,622,12,1,11,3290
1,362,22,11,11,3291
2,517,18,7,11,3292
3,2886,13,2,11,3293
3,2882,20,9,11,3294
5,683,13,2,11,3295
3,870,108,97,11,3296
3,1592,13,2,11,3297
1,1513,12,1,11,3298
5,2751,13,2,11,3299
3,338,12,1,11,3300
5,1167,13,2,11,3301
4,1232,13,2,11,3302
4,304,29,18,11,3303
4,1334,13,2,11,3304
1,73,16,5,11,3305
3,2221,72,61,11,3306
4,70,14,3,11,3307
2,1637,44,33,11,3308
3,321,72,61,11,3309
5,1231,12,1,11,3310
5,646,14,3,11,3311
1,1722,12,1,11,3312
3,3016,12,1,11,3313
5,2267,13,2,11,3314
3,3012,21,10,11,3315
1,2126,15,4,11,3316
1,1026,15,4,11,3317
3,3418,13,2,11,3318
3,702,14,3,11,3319
5,2721,12,1,11,3320
1,2131,16,5,11,3321
3,2238,12,1,11,3322
3,2981,12,1,11,3323
1,342,14,3,11,3324
4,428,13,2,11,3325
3,1381,16,5,11,3326
3,2942,16,5,11,3327
4,874,14,3,11,3328
2,1227,14,3,11,3329
1,958,13,2,11,3330
5,2815,12,1,11,3331
3,1972,19,8,11,3332
3,1510,18,7,11,3333
5,2505,17,6,11,3334
2,1389,18,7,11,3335
3,1112,21,10,11,3336
5,3137,13,2,11,3337
5,2230,14,3,11,3338
4,1108,29,18,11,3339
3,1116,12,1,11,3340
3,72,19,8,11,3341
3,3511,14,3,11,3342
1,491,20,9,11,3343
3,2482,14,3,11,3344
3,3631,14,3,11,3345
1,1743,19,8,11,3346
3,1157,15,4,11,3347
3,2074,13,2,11,3348
5,85,15,4,11,3349
3,1219,12,1,11,3350
5,2086,13,2,11,3351
1,1173,16,5,11,3352
1,157,16,5,11,3353
2,823,14,3,11,3354
1,1031,16,5,11,3355
3,174,13,2,11,3356
3,982,20,9,11,3357
2,355,14,3,11,3358
3,986,13,2,11,3359
2,4,20,9,11,3360
4,1027,12,1,11,3361
5,1553,13,2,11,3362
5,1137,12,1,11,3363
2,876,20,9,11,3364
3,1081,12,1,11,3365
1,413,12,1,11,3366
3,2602,14,3,11,3367
1,1257,16,5,11,3368
3,1518,13,2,11,3369
3,1042,16,5,11,3370
1,1197,16,5,11,3371
1,1798,13,2,11,3372
3,3492,13,2,11,3373
5,502,13,2,11,3374
3,2770,108,97,11,3375
3,582,14,3,11,3376
1,1591,20,9,11,3377
3,1833,44,33,11,3378
3,3733,44,33,11,3379
1,97,16,5,11,3380
1,1462,22,11,11,3381
2,1695,14,3,11,3382
1,643,19,8,11,3383
4,739,12,1,11,3384
4,1530,21,10,11,3385
5,921,17,6,11,3386
4,726,21,10,11,3387
1,1442,14,3,11,3388
5,3061,15,4,11,3389
4,1543,12,1,11,3390
1,189,28,17,11,3391
5,1477,15,4,11,3392
3,3281,16,5,11,3393
5,1669,15,4,11,3394
2,765,44,33,11,3395
1,2058,13,2,11,3396
1,698,13,2,11,3397
3,3119,12,1,11,3398
4,223,12,1,11,3399
3,1731,14,3,11,3400
3,1611,14,3,11,3401
3,3410,18,7,11,3402
1,1289,28,17,11,3403
3,3057,15,4,11,3404
5,1032,11,1,10,3405
4,728,51,41,10,3406
2,1674,13,3,10,3407
5,202,12,2,10,3408
3,2417,13,3,10,3409
1,1309,11,1,10,3410
4,992,15,5,10,3411
3,2736,15,5,10,3412
3,1964,14,4,10,3413
3,2418,18,8,10,3414
5,1674,12,2,10,3415
3,518,18,8,10,3416
5,90,12,2,10,3417
1,1526,37,27,10,3418
3,1615,11,1,10,3419
1,391,11,1,10,3420
1,1261,18,8,10,3421
5,1081,11,1,10,3422
1,25,18,8,10,3423
5,262,14,4,10,3424
3,34,16,6,10,3425
3,605,31,21,10,3426
3,2791,21,11,10,3427
3,1934,16,6,10,3428
5,1330,11,1,10,3429
3,517,13,3,10,3430
3,945,11,1,10,3431
4,1353,13,3,10,3432
5,1332,11,1,10,3433
3,2760,16,6,10,3434
3,901,12,2,10,3435
1,470,11,1,10,3436
4,1279,34,24,10,3437
5,753,13,3,10,3438
3,3633,11,1,10,3439
3,3216,46,36,10,3440
1,1570,11,1,10,3441
4,1532,51,41,10,3442
3,1530,42,32,10,3443
3,3263,11,1,10,3444
5,1999,22,12,10,3445
5,251,13,3,10,3446
4,437,19,9,10,3447
5,252,13,3,10,3448
1,161,18,8,10,3449
3,64,14,4,10,3450
3,1733,11,1,10,3451
5,2914,11,1,10,3452
5,2337,13,3,10,3453
1,426,37,27,10,3454
5,2916,11,1,10,3455
1,209,11,1,10,3456
1,1286,34,24,10,3457
3,1015,19,9,10,3458
5,2217,11,1,10,3459
5,2803,11,1,10,3460
3,2045,23,13,10,3461
3,3795,49,39,10,3462
4,475,34,24,10,3463
5,559,18,8,10,3464
5,1846,14,4,10,3465
5,2143,18,8,10,3466
5,2665,11,1,10,3467
1,401,15,5,10,3468
3,2505,31,21,10,3469
5,2904,13,3,10,3470
3,3515,11,1,10,3471
3,2801,12,2,10,3472
4,549,13,3,10,3473
3,891,21,11,10,3474
5,1786,12,2,10,3475
3,3319,12,2,10,3476
5,1320,13,3,10,3477
3,1895,49,39,10,3478
1,1923,16,6,10,3479
1,823,16,6,10,3480
3,3327,18,8,10,3481
3,1316,46,36,10,3482
3,1694,11,1,10,3483
3,836,15,5,10,3484
5,1835,13,3,10,3485
5,415,22,12,10,3486
1,1268,64,54,10,3487
4,1241,19,9,10,3488
2,397,25,15,10,3489
3,1419,12,2,10,3490
1,186,34,24,10,3491
5,2616,11,1,10,3492
3,373,93,83,10,3493
3,3430,42,32,10,3494
5,1219,11,1,10,3495
5,633,11,1,10,3496
3,2915,19,9,10,3497
3,1427,18,8,10,3498
1,1125,18,8,10,3499
5,628,18,8,10,3500
5,1836,13,3,10,3501
3,145,23,13,10,3502
5,2212,18,8,10,3503
2,802,13,3,10,3504
3,1363,11,1,10,3505
3,2845,11,1,10,3506
3,3594,11,1,10,3507
1,168,64,54,10,3508
5,951,11,1,10,3509
3,860,16,6,10,3510
1,1491,11,1,10,3511
5,2535,11,1,10,3512
1,1501,15,5,10,3513
4,188,15,5,10,3514
2,1269,25,15,10,3515
