fold,condition,margin
1,Base E5,0.0378751158714294
1,Base E5,0.0378086566925048
1,Base E5,-0.0174009799957275
1,Base E5,0.0739724040031433
1,Base E5,0.0096042156219482
1,Base E5,0.0470356345176696
1,Base E5,0.0336718559265136
1,Base E5,0.0656630396842956
1,Base E5,0.0214791297912597
1,Base E5,0.0253934264183044
1,Base E5,-0.0186225771903991
1,Base E5,0.0079204440116882
1,Base E5,0.0228878855705261
1,Base E5,-0.0117095112800598
1,Base E5,-0.0094967484474182
1,Base E5,-0.0169731974601745
1,Base E5,-0.0301751494407653
1,Base E5,0.0025670528411865
1,Base E5,-0.0199200510978698
1,Base E5,0.0042718648910522
1,Base E5,-0.0037530660629272
1,Base E5,0.016861617565155
1,Base E5,-0.0002052783966064
1,Base E5,0.0054948329925537
1,Base E5,0.0048734545707702
1,Base E5,0.021755039691925
1,Base E5,-0.0012732148170471
1,Base E5,-0.0171014070510864
1,Base E5,0.0141812562942504
1,Base E5,0.0314834117889404
1,Base E5,0.0127944946289062
1,Base E5,0.0085306167602539
1,Base E5,0.0212484002113342
1,Base E5,0.0138519406318664
1,Base E5,-0.0182838439941406
1,Base E5,0.0282109975814819
1,Base E5,0.0269049406051635
1,Base E5,0.0040071606636047
1,Base E5,0.0111241340637207
1,Base E5,-0.0021860599517822
1,Base E5,0.0125663876533508
1,Base E5,0.0063627362251281
1,Base E5,0.0496296882629394
1,Base E5,-0.0113861560821533
1,Base E5,0.0112239122390747
1,Base E5,0.0250388383865356
1,Base E5,0.0044169425964355
1,Base E5,0.0095940828323364
1,Base E5,0.0020951628684997
1,Base E5,0.042147159576416
1,Base E5,0.0207693576812744
1,Base E5,0.0387181043624877
1,Base E5,-0.0038297176361083
1,Base E5,0.0085082054138183
1,Base E5,0.0310891270637512
1,Base E5,0.0087252259254455
1,Base E5,0.0431305170059204
1,Base E5,0.04396653175354
1,Base E5,0.0762221813201904
1,Base E5,0.0297538042068481
1,Base E5,0.0147858262062072
1,Base E5,0.0484140515327453
1,Base E5,0.0011300444602966
1,Base E5,0.01065194606781
1,Base E5,0.0364695191383361
1,Base E5,-0.0164271593093872
1,Base E5,-0.0035898089408874
